,lyric
3689,"('mmm', 'RB')"
3691,"('faaaaaaaa', 'NN')"
3691,"('faaaaaaaa', 'NN')"
3691,"('faaaaaaaa', 'NN')"
3691,"('faaaaaaaa', 'NN')"
3694,"('iiii', 'NN')"
3701,"('woooo', 'JJ')"
3701,"('woooowoooo', 'NN')"
3703,"('hiahighighighighhhh', 'VB')"
3703,"('alalalalahlalahhhhh', 'RB')"
3703,"('hiahighighighighhhh', 'VB')"
3703,"('alalalalahlalahhhhh', 'RB')"
3712,"('hiiipower', 'NN')"
3712,"('hiiipower', 'NN')"
3719,"('hiiipower', 'JJR')"
3719,"('hiiipower', 'NN')"
3727,"('ohhhh', 'NN')"
3727,"('ohhhh', 'NN')"
3727,"('ohhhh', 'JJ')"
3727,"('ohhhh', 'JJ')"
3728,"('hiiipower', 'NN')"
3728,"('mmm', 'VBP')"
3728,"('mmm', 'JJ')"
3728,"('mmm', 'NN')"
3728,"('mmm', 'NN')"
3728,"('hiiipower', 'JJR')"
3732,"('hiiipower', 'NN')"
3732,"('hiiipower', 'NN')"
3732,"('hiiipower', 'JJR')"
3732,"('hiiipower', 'NN')"
3732,"('hiiipower', 'JJR')"
3732,"('hiiipower', 'NN')"
3732,"('hiiipower', 'JJR')"
3732,"('hiiipower', 'NN')"
3732,"('hiiipower', 'JJR')"
3732,"('hiiipower', 'NN')"
3732,"('hiiipower', 'JJR')"
3732,"('hiiipower', 'NN')"
3732,"('hiiipower', 'JJR')"
3736,"('mmm', 'VB')"
3741,"('hiiipower', 'JJR')"
3741,"('yyyou', 'JJ')"
3752,"('mmm', 'NN')"
3753,"('faaall', 'VBP')"
3753,"('baaaall', 'VB')"
3778,"('wwwwwinners', 'NNS')"
3779,"('ooohhh', 'RB')"
3779,"('ooohhh', 'RB')"
3779,"('ooohhh', 'RB')"
3779,"('ooohhh', 'RB')"
3782,"('skiiirt', 'NN')"
3802,"('skrrrrrrt', 'NN')"
3805,"('wwwwwinners', 'NNS')"
3807,"('vrroommm', 'NN')"
3817,"('ahhhh', 'RB')"
3817,"('ahhhh', 'RB')"
3817,"('ahhhh', 'NNS')"
3817,"('ahhhh', 'NN')"
3824,"('llllook', 'NN')"
3824,"('pppray', 'NN')"
3827,"('mmmm', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('zoninnnnnnnn', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('zoninnnnnnnn', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('zoninnnnnnnn', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('oooooooohooooooooh', 'NN')"
3828,"('zoninnnnnnnn', 'NN')"
3829,"('mmm', 'NN')"
3830,"('mmm', 'NN')"
3832,"('mmm', 'VBZ')"
3832,"('mmmm', 'VBZ')"
3832,"('mmm', 'VBP')"
3832,"('mmmm', 'VBZ')"
3836,"('oooooooh', 'NN')"
3836,"('oooooooh', 'NN')"
3836,"('oooooooh', 'NN')"
3836,"('oooooooh', 'NN')"
3836,"('oooooooh', 'NN')"
3836,"('oooooooh', 'NN')"
3837,"('hmmm', 'VBP')"
3839,"('hmmm', 'VBZ')"
3839,"('mmm', 'NN')"
3839,"('hmmm', 'VBZ')"
3840,"('hmmm', 'JJ')"
3841,"('rrrrright', 'VBD')"
3841,"('rrright', 'NN')"
3841,"('rrrrright', 'VBD')"
3841,"('rrright', 'NN')"
3841,"('rrrrright', 'VBD')"
3841,"('rrright', 'NN')"
3841,"('mmm', 'NN')"
3841,"('mmm', 'NN')"
3841,"('mmm', 'NN')"
3842,"('naaaaaa', 'RB')"
3842,"('naaaaaa', 'JJ')"
3861,"('iii', 'JJ')"
3867,"('mmmm', 'NN')"
3870,"('ohhhohohh', 'NN')"
3870,"('mmm', 'NN')"
3870,"('mmm', 'NN')"
3870,"('mmm', 'NNS')"
3870,"('mmm', 'JJ')"
3870,"('mmm', 'NN')"
3872,"('mmmm', 'NN')"
3872,"('mmmm', 'NN')"
3874,"('mmm', 'NN')"
3874,"('mmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3875,"('mmmmmm', 'NN')"
3879,"('mmm', 'NN')"
3882,"('hmmm', 'VB')"
3886,"('mmm', 'NN')"
3886,"('mmm', 'NN')"
3886,"('mmm', 'NN')"
3886,"('mmm', 'NN')"
3886,"('mmm', 'NN')"
3888,"('mmmmhmmmmm', 'NN')"
3888,"('mmmhmmmhmmm', 'NN')"
3888,"('mmmhmmmmm', 'JJ')"
3888,"('mmmhmmmhmmm', 'JJ')"
3900,"('brrr', 'NN')"
3900,"('brrr', 'NN')"
3912,"('mmmh', 'NN')"
3912,"('mmmh', 'NNS')"
3912,"('mmmh', 'NN')"
3912,"('mmmh', 'NNS')"
3920,"('iii', 'NN')"
3947,"('stillll', 'VBP')"
3947,"('stillll', 'VBP')"
3947,"('stillll', 'VBP')"
3955,"('kkk', 'NN')"
3955,"('kkk', 'NN')"
3956,"('kkk', 'NN')"
3956,"('kkk', 'NN')"
3983,"('bosss', 'NN')"
3983,"('bosss', 'NN')"
3983,"('bosss', 'NN')"
3983,"('bosss', 'NN')"
3983,"('bosss', 'NN')"
3983,"('bosss', 'NN')"
4004,"('mmmhmm', 'VBP')"
4004,"('yeahhhh', 'RB')"
4004,"('yeahhhh', 'JJ')"
4004,"('zzzzzzzt', 'NN')"
4010,"('soulllllllllll', 'NN')"
4010,"('yeahhhhh', 'VBP')"
4015,"('oooh', 'JJ')"
4015,"('ooooh', 'NN')"
4015,"('ooooh', 'NN')"
4020,"('perrriwinkle', 'NN')"
4021,"('ahhhhhhhhhhhh', 'VBP')"
4021,"('uhahhhh', 'JJ')"
4032,"('shhh', 'NN')"
4036,"('wwwhat', 'VBD')"
4037,"('deeecwalk', 'NN')"
4038,"('niggaaaass', 'NN')"
4038,"('niggaaaass', 'NN')"
4039,"('niggaaaass', 'NN')"
4039,"('niggaaaass', 'NN')"
4041,"('ayyy', 'JJ')"
4043,"('deee', 'NN')"
4049,"('sss', 'VBZ')"
4051,"('deee', 'NN')"
4051,"('deee', 'NN')"
4062,"('zzzzz', 'NN')"
4062,"('zzzzzzzzzz', 'NN')"
4062,"('zzzzz', 'NN')"
4062,"('owwwwww', 'JJ')"
4063,"('awww', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'NN')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'VBP')"
4070,"('aaaahhhhhhhh', 'JJ')"
4070,"('aaaahhhhhhhh', 'NNS')"
4077,"('mmm', 'NNS')"
4077,"('mmm', 'NN')"
4077,"('mmm', 'NN')"
4080,"('lll', 'NN')"
4085,"('wheeeeeeeeeeeeeeeeeeeeeeee', 'JJ')"
4085,"('worrrrd', 'VBP')"
4091,"('sfff', 'NN')"
4094,"('skillll', 'NN')"
4094,"('baaaaaad', 'NN')"
4094,"('worrrrrrd', 'NN')"
4094,"('swisssshhhh', 'VBN')"
4095,"('skillll', 'NN')"
4101,"('fulllink', 'NN')"
4106,"('ttttables', 'VBZ')"
4106,"('aaaable', 'JJ')"
4135,"('iiii', 'JJ')"
4139,"('mmm', 'JJ')"
4194,"('brrrr', 'NN')"
4207,"('mmm', 'NN')"
4207,"('mmm', 'VBP')"
4207,"('mmm', 'NN')"
4207,"('mmm', 'NN')"
4208,"('stillll', 'VBP')"
4208,"('mmm', 'NN')"
4211,"('mmm', 'NN')"
4211,"('mmm', 'NN')"
4211,"('mmm', 'NN')"
4211,"('mmm', 'NN')"
4211,"('mmm', 'VB')"
4211,"('mmm', 'NN')"
4212,"('mmmmmm', 'VBP')"
4212,"('mmm', 'NN')"
4215,"('rrr', 'NNS')"
4219,"('mmmmurda', 'NN')"
4225,"('mmmm', 'NN')"
4231,"('lllllls', 'VBZ')"
4231,"('lllllls', 'VBZ')"
4231,"('lllllls', 'VBZ')"
4231,"('lllllls', 'VBZ')"
4249,"('iii', 'NNS')"
4249,"('iii', 'NNS')"
4249,"('iii', 'NNS')"
4250,"('mmm', 'NNS')"
4250,"('mmm', 'NN')"
4250,"('mmm', 'NN')"
4261,"('giiiirl', 'NN')"
4266,"('yeaaaaah', 'NN')"
4340,"('brrrrrrrrrrrrrr', 'NN')"
4340,"('brrrrr', 'JJ')"
4344,"('sssssss', 'VBP')"
4346,"('hmmmm', 'NN')"
4348,"('iiiii', 'JJ')"
4348,"('iiiii', 'NN')"
4348,"('iii', 'NN')"
4381,"('thooong', 'JJ')"
4383,"('brrr', 'NN')"
4400,"('grillless', 'JJ')"
4403,"('threeeyed', 'JJ')"
4409,"('mmmm', 'NN')"
4409,"('mmmm', 'NN')"
4414,"('iii', 'NN')"
4419,"('mmmmmmm', 'NN')"
4425,"('dadadahhhhh', 'NN')"
4425,"('dadadahhhhh', 'NN')"
4425,"('knowowwwww', 'VB')"
4425,"('dadadahhhhh', 'NN')"
4425,"('dadadahhhhh', 'NN')"
4425,"('knowowwwww', 'VB')"
4428,"('murdahhh', 'NN')"
4428,"('murdahhh', 'NN')"
4431,"('riiight', 'VBZ')"
4431,"('riiight', 'VBZ')"
4437,"('shhh', 'NN')"
4440,"('ooowwww', 'JJ')"
4440,"('aaaaoooowwww', 'NN')"
4443,"('wwwdotcom', 'NN')"
4443,"('wwwdotcom', 'NN')"
4444,"('hmmm', 'NN')"
4448,"('ohhhh', 'RB')"
4448,"('ohhh', 'NN')"
4449,"('sssmith', 'NN')"
4455,"('asss', 'RB')"
4457,"('biiiitch', 'NN')"
4463,"('iii', 'RB')"
4464,"('ohhh', 'NN')"
4464,"('ohhh', 'NN')"
4465,"('ohhh', 'NN')"
4471,"('iii', 'NN')"
4501,"('aowwww', 'NN')"
4502,"('gooooooooood', 'NN')"
4502,"('hooooooood', 'NN')"
4502,"('woooooould', 'VBP')"
4502,"('woooooood', 'NN')"
4502,"('mooooore', 'NN')"
4502,"('droooooo', 'NN')"
4502,"('slowwww', 'NN')"
4502,"('rollllllll', 'NN')"
4502,"('doooooooooooor', 'NN')"
4502,"('moooooooooooore', 'NN')"
4502,"('stoooooooore', 'NN')"
4502,"('riiide', 'VB')"
4502,"('insiiiide', 'VBP')"
4502,"('siiight', 'JJ')"
4502,"('alriiiiight', 'VBD')"
4502,"('buuuuuuuucks', 'NNS')"
4502,"('fuuuuuuuuuuck', 'NN')"
4504,"('yeeeeah', 'NN')"
4505,"('iiiiiiis', 'VBZ')"
4506,"('grrreat', 'VBP')"
4510,"('meeeee', 'NN')"
4511,"('ohwhooooooo', 'RB')"
4511,"('cccc', 'NN')"
4511,"('ohwhooooooo', 'RB')"
4511,"('cccc', 'NN')"
4511,"('ohwhooooooo', 'RB')"
4511,"('cccc', 'NN')"
4511,"('ohwhooooooo', 'RB')"
4514,"('willllld', 'JJ')"
4514,"('smilllle', 'NNS')"
4514,"('stannnnd', 'VBP')"
4514,"('woullllld', 'VBP')"
4514,"('willllld', 'JJ')"
4514,"('smilllle', 'NNS')"
4514,"('cauuuuse', 'NN')"
4514,"('willllld', 'JJ')"
4514,"('smilllle', 'NNS')"
4515,"('maaan', 'NN')"
4517,"('uuup', 'VBP')"
4517,"('uuuuuuuup', 'JJ')"
4517,"('uuuuuuup', 'RB')"
4518,"('mmmkay', 'NN')"
4524,"('mmmc', 'NN')"
4524,"('mmmc', 'NN')"
4529,"('mmmy', 'NN')"
4529,"('annnnd', 'RB')"
4532,"('heyyy', 'VBP')"
4533,"('ooooh', 'NN')"
4533,"('ooooh', 'NN')"
4533,"('ooooh', 'NN')"
4539,"('ooohoooh', 'JJ')"
4539,"('ooohoooh', 'NN')"
4539,"('ooohoooh', 'NN')"
4540,"('hmmm', 'NN')"
4544,"('ohhhh', 'JJ')"
4544,"('ohhhh', 'NN')"
4544,"('ohhhh', 'NNS')"
4544,"('ohhhh', 'JJ')"
4544,"('ohhhh', 'JJ')"
4544,"('ohhhh', 'NN')"
4544,"('ohhhh', 'VBZ')"
4544,"('ohhhh', 'JJ')"
4544,"('ohhhh', 'NNS')"
4544,"('ohhhh', 'JJ')"
4544,"('ohhhh', 'JJ')"
4544,"('ohhhh', 'NN')"
4546,"('shhhh', 'NN')"
4546,"('shhh', 'RB')"
4552,"('bleeeeeeeeeeessed', 'VBD')"
4570,"('ddddeep', 'NN')"
4572,"('hooooood', 'NN')"
4578,"('thisss', 'NN')"
4586,"('uhhh', 'JJ')"
4592,"('helicopteriiiing', 'NN')"
4622,"('yayyy', 'VBZ')"
4624,"('bbbbe', 'NN')"
4627,"('ahhh', 'NN')"
4632,"('iii', 'NN')"
4633,"('steaddd', 'NN')"
4639,"('sorceresss', 'NN')"
4664,"('uummm', 'JJ')"
4675,"('brrrats', 'NNS')"
4677,"('mmm', 'NN')"
4677,"('mmm', 'NN')"
4683,"('mmm', 'VBP')"
4685,"('www', 'VB')"
4689,"('mmm', 'NN')"
4689,"('grarrrr', 'VB')"
4700,"('sss', 'JJ')"
4703,"('whaaaa', 'NN')"
4711,"('dolllalala', 'JJ')"
4711,"('dolllalala', 'NN')"
4730,"('oooowwheeee', 'NN')"
4731,"('fuuuck', 'JJ')"
4731,"('oooh', 'NN')"
4731,"('waaay', 'NN')"
4741,"('whaaat', 'NN')"
4755,"('mmm', 'NN')"
4755,"('mmm', 'NN')"
4755,"('mmm', 'NN')"
4757,"('shhh', 'VBP')"
4788,"('woooohoohoohooh', 'NN')"
4788,"('mmm', 'RB')"
4795,"('goooooooo', 'JJ')"
4812,"('mmm', 'NN')"
4824,"('pssst', 'NN')"
4825,"('rrround', 'VBD')"
4829,"('yeaaah', 'NN')"
4829,"('yeaaah', 'JJ')"
4829,"('yeaaah', 'NN')"
4829,"('yeaaah', 'JJ')"
4829,"('yeaaah', 'NN')"
4829,"('yeaaah', 'JJ')"
4838,"('ohhhh', 'NN')"
4838,"('ohhhh', 'NN')"
4838,"('ohhh', 'NN')"
4838,"('ohhhh', 'NN')"
4838,"('ohhh', 'NN')"
4838,"('ohhhh', 'NN')"
4838,"('ohhh', 'NN')"
4838,"('ohhhh', 'NN')"
4838,"('ohhh', 'JJ')"
4858,"('ughhhhh', 'JJ')"
4859,"('loook', 'JJ')"
4860,"('oooo', 'NN')"
4860,"('ughhh', 'JJ')"
4863,"('ohhhhhhh', 'VBP')"
4863,"('ughhhh', 'JJ')"
4863,"('ughhhh', 'JJ')"
4864,"('ahhh', 'VBP')"
4866,"('unhhhhhhh', 'VBP')"
4866,"('uhhhhh', 'NN')"
4866,"('uhhhhh', 'NN')"
4866,"('uhhhhh', 'NN')"
4866,"('uhhhhh', 'NN')"
4866,"('uhhhhh', 'NN')"
4866,"('uhhhhh', 'JJ')"
4873,"('tigggety', 'NN')"
4877,"('yeahhh', 'NN')"
4893,"('bllllrrrt', 'NN')"
4894,"('mmmaybach', 'NN')"
4895,"('ahhhh', 'NN')"
4902,"('mmmma', 'NN')"
4904,"('doodoodooodooo', 'RB')"
4909,"('ahhhhh', 'RB')"
4911,"('brrr', 'NN')"
4911,"('brrr', 'VBP')"
4923,"('skrrrr', 'NN')"
4935,"('mmmmurda', 'NN')"
4948,"('gggggone', 'NN')"
4950,"('mmmmurda', 'NNS')"
4966,"('guisepppe', 'NN')"
4969,"('oohhoooo', 'JJ')"
4969,"('oohhoooo', 'JJ')"
4969,"('oohhoooo', 'NN')"
4969,"('oohhoooo', 'NN')"
4975,"('oohoooh', 'JJ')"
4975,"('bbbounce', 'NN')"
4980,"('hooooo', 'NN')"
4980,"('hooo', 'NN')"
4980,"('ooooohs', 'NNS')"
4994,"('heyyyy', 'VBP')"
4994,"('soooo', 'VBP')"
5008,"('oooh', 'NN')"
5008,"('oooh', 'VBP')"
5008,"('oooh', 'VBP')"
5008,"('oooh', 'RP')"
5008,"('oooh', 'VBP')"
5008,"('oooh', 'VBP')"
5008,"('oooh', 'NN')"
5008,"('oooh', 'VBP')"
5008,"('oooh', 'VBP')"
5020,"('aaaaahhhhh', 'NN')"
5023,"('iii', 'JJ')"
5067,"('mmm', 'VBD')"
5077,"('ahhhhhhhh', 'JJ')"
5083,"('fivetwoohninethreeeightfive', 'JJ')"
5090,"('ooooohoooohoooooooh', 'RB')"
5103,"('flyyyy', 'JJ')"
5103,"('ayooooooooooooo', 'NN')"
5114,"('ooooooooooohahhhhhhhhh', 'JJ')"
5114,"('ahhhhhhhhahhhhhhahhhhhhahhh', 'NN')"
5146,"('owwww', 'NN')"
5148,"('mmmmmm', 'NNS')"
5148,"('whoooole', 'JJ')"
5148,"('slowwwww', 'JJ')"
5148,"('ahhhh', 'NN')"
5148,"('errrrybody', 'VBP')"
5149,"('hmmmmm', 'VBP')"
5150,"('hmmmmm', 'NN')"
5150,"('mmmmm', 'VBP')"
5151,"('mmmmm', 'NN')"
5151,"('mmmmm', 'VBP')"
5153,"('uhohhhhhhhhhhhhhh', 'JJ')"
5153,"('uhohhhhhhhhhhhhhh', 'JJ')"
5153,"('uhohhhhhhhhhhhhhh', 'JJ')"
5153,"('uhohhhhhhhhhhhhhh', 'NN')"
5153,"('uhohhhhhhhhhhhhhh', 'JJ')"
5153,"('uhohhhhhhhhhhhhhh', 'NN')"
5153,"('ouuuuuuut', 'JJ')"
5153,"('ouuuuuuut', 'NN')"
5153,"('ouuuuuuut', 'NN')"
5153,"('uhohhhhhhhhhhhhhh', 'JJ')"
5153,"('uhohhhhhhhhhhhhhh', 'NN')"
5153,"('uhohhhhhhhhhhhhhh', 'JJ')"
5153,"('uhohhhhhhhhhhhhhh', 'JJ')"
5153,"('uhohhhhhhhhhhhhhh', 'JJ')"
5153,"('uhohhhhhhhhhhhhhh', 'JJ')"
5153,"('uhohhhhhhhhhhhhhh', 'JJ')"
5154,"('goooooes', 'VBD')"
5154,"('goooooes', 'VBZ')"
5154,"('uhohhhhhhhhhhhhhh', 'JJ')"
5154,"('uhohhhhhhhhhhhhhh', 'RB')"
5154,"('uhohhhhhhhhhhhhhh', 'JJ')"
5154,"('uhohhhhhhhhhhhhhh', 'RB')"
5154,"('ohhhhh', 'JJ')"
5160,"('shhhh', 'JJ')"
5161,"('bbback', 'NN')"
5161,"('bbback', 'NN')"
5161,"('bbback', 'NN')"
5161,"('ttturn', 'NN')"
5161,"('bbback', 'NN')"
5169,"('oooo', 'JJ')"
5172,"('wooooeee', 'NN')"
5172,"('ohhh', 'NN')"
5172,"('uhhhhhhhh', 'JJ')"
5175,"('sayyyyy', 'VBP')"
5175,"('sayyyyy', 'NN')"
5175,"('noooo', 'JJ')"
5175,"('yeahhhh', 'NNS')"
5175,"('sayyyyy', 'VBP')"
5175,"('sayyyyy', 'NN')"
5175,"('noooo', 'JJ')"
5175,"('yeahhhh', 'NN')"
5175,"('noooo', 'JJ')"
5176,"('skurrrrt', 'VBP')"
5176,"('ooohwee', 'VBP')"
5176,"('skurrrrt', 'VBP')"
5176,"('ooohwee', 'VBP')"
5176,"('skurrrt', 'VBZ')"
5176,"('skurrrrt', 'NN')"
5176,"('ooohwee', 'VBP')"
5176,"('skurrrrrt', 'VBP')"
5176,"('skurrrrt', 'NN')"
5177,"('hooooooooohoooooooohhoooooooo', 'NN')"
5177,"('loooooose', 'VB')"
5177,"('doooooohoooo', 'NN')"
5177,"('oooooooooooooooh', 'NN')"
5177,"('dayyayyys', 'NN')"
5177,"('hooooooooohoooooooohhoooooooo', 'NN')"
5177,"('loooooose', 'VB')"
5177,"('doooooohoooo', 'NN')"
5177,"('hooooooooohoooooooohhoooooooo', 'NN')"
5177,"('loooooose', 'VB')"
5177,"('doooooohoooo', 'NN')"
5177,"('hooooooooohoooooooohhoooooooo', 'NN')"
5177,"('loooooose', 'VB')"
5179,"('worrrrld', 'NN')"
5179,"('worrrrld', 'NN')"
5179,"('worrrrld', 'NN')"
5182,"('woooo', 'NN')"
5184,"('iii', 'NN')"
5184,"('iii', 'NN')"
5184,"('yeahhhhh', 'NN')"
5186,"('skkkkrrr', 'NN')"
5188,"('ayyyyyy', 'NN')"
5188,"('ayayyyyyyyy', 'NN')"
5188,"('ballllls', 'NNS')"
5188,"('yeahhhhhh', 'RB')"
5188,"('gggo', 'VBN')"
5188,"('yeahhhh', 'NN')"
5190,"('skyyy', 'NN')"
5190,"('byyy', 'JJ')"
5190,"('skyyy', 'NN')"
5190,"('byyy', 'JJ')"
5190,"('skyyy', 'NN')"
5190,"('byyy', 'JJ')"
5190,"('skyyy', 'NN')"
5190,"('byyy', 'JJ')"
5190,"('skyyy', 'NN')"
5190,"('byyy', 'JJ')"
5190,"('skyyy', 'NN')"
5190,"('byyy', 'JJ')"
5190,"('skyyy', 'NN')"
5190,"('byyy', 'JJ')"
5190,"('skyyy', 'NN')"
5190,"('byyy', 'JJ')"
5190,"('skyyy', 'NN')"
5190,"('byyy', 'JJ')"
5191,"('owww', 'NN')"
5191,"('ayyy', 'NN')"
5191,"('khhh', 'NN')"
5196,"('iiiii', 'NN')"
5196,"('iiiiii', 'VBP')"
5200,"('dundddundundddundun', 'NN')"
5200,"('dundddundundddundun', 'NN')"
5200,"('ddddont', 'NN')"
5200,"('dddont', 'NN')"
5200,"('rrrrrrr', 'NN')"
5202,"('mmm', 'NN')"
5202,"('iiiima', 'NN')"
5208,"('ahahahaaah', 'NN')"
5208,"('rrrrr', 'NN')"
5209,"('iii', 'RB')"
5209,"('iii', 'RB')"
5211,"('mmm', 'NN')"
5211,"('mmm', 'VB')"
5213,"('rrr', 'NN')"
5213,"('rrrrrrrrrr', 'NN')"
5214,"('iiim', 'VBP')"
5216,"('nnnnicki', 'JJ')"
5216,"('nnnnicki', 'NN')"
5218,"('mmmh', 'NN')"
5218,"('rrrrrr', 'NN')"
5218,"('gggggimme', 'NN')"
5218,"('yyyyou', 'RB')"
5220,"('brrr', 'NN')"
5224,"('yyyou', 'VBP')"
5224,"('yyyou', 'JJ')"
5224,"('yyyou', 'VBP')"
5224,"('yyyou', 'JJ')"
5224,"('yyyou', 'VBP')"
5224,"('yyyou', 'JJ')"
5224,"('yyyou', 'VBP')"
5224,"('yyyou', 'JJ')"
5224,"('nnniggas', 'NN')"
5224,"('yyyou', 'VBP')"
5224,"('yyyou', 'JJ')"
5224,"('yyyou', 'VBP')"
5224,"('yyyou', 'JJ')"
5224,"('yyyou', 'VBP')"
5224,"('yyyou', 'JJ')"
5224,"('yyyou', 'VBP')"
5224,"('yyyou', 'JJ')"
5224,"('nnnnintendo', 'NN')"
5224,"('yyyyyou', 'VBP')"
5224,"('yyyyyou', 'VBP')"
5224,"('yyyou', 'VBP')"
5224,"('yyyou', 'JJ')"
5224,"('yyyou', 'VBP')"
5224,"('yyyou', 'JJ')"
5224,"('yyyou', 'VBP')"
5224,"('yyyou', 'JJ')"
5225,"('wwwwwwork', 'JJ')"
5225,"('wwwwwwork', 'NN')"
5225,"('jjjust', 'NN')"
5227,"('yyyyoung', 'VBP')"
5227,"('iiiiim', 'VBP')"
5227,"('iiii', 'NN')"
5227,"('iiii', 'NN')"
5228,"('oooh', 'NN')"
5236,"('mmm', 'VBP')"
5237,"('looove', 'VBD')"
5237,"('looove', 'VBD')"
5237,"('looove', 'VBD')"
5237,"('looove', 'VBD')"
5237,"('looove', 'VBD')"
5237,"('looove', 'VBD')"
5237,"('looove', 'VBD')"
5237,"('looove', 'VBD')"
5239,"('rrrrrrrrrrrrrrrrr', 'NN')"
5243,"('bbbbitch', 'NN')"
5244,"('bbbang', 'NN')"
5244,"('bbbbang', 'NN')"
5246,"('iii', 'VBP')"
5247,"('iii', 'NN')"
5247,"('rrroll', 'VBP')"
5247,"('eeeight', 'JJ')"
5247,"('iii', 'NN')"
5247,"('rrroll', 'VBP')"
5247,"('rrrrroll', 'VBP')"
5247,"('aaask', 'JJ')"
5247,"('aaaall', 'NN')"
5247,"('iii', 'NN')"
5247,"('rrroll', 'VBP')"
5247,"('rrrrroll', 'VBP')"
5247,"('ppppop', 'NN')"
5248,"('ggg', 'JJ')"
5249,"('pppopping', 'VBG')"
5252,"('ppppressure', 'NN')"
5252,"('fffreak', 'VB')"
5253,"('ppppressure', 'NN')"
5253,"('fffreak', 'VB')"
5256,"('iiii', 'NN')"
5256,"('iiii', 'NN')"
5256,"('iii', 'NN')"
5256,"('iiii', 'VBP')"
5256,"('iiii', 'VBP')"
5256,"('iiii', 'NN')"
5256,"('iii', 'NN')"
5256,"('iiii', 'JJ')"
5256,"('iiii', 'NN')"
5256,"('iii', 'NN')"
5259,"('gggames', 'VBZ')"
5259,"('iii', 'JJ')"
5259,"('iii', 'VBD')"
5259,"('gggames', 'VBZ')"
5259,"('iii', 'JJ')"
5259,"('iii', 'VBD')"
5259,"('iii', 'NN')"
5259,"('iii', 'VBD')"
5261,"('iiiim', 'JJ')"
5272,"('succcess', 'NN')"
5284,"('weee', 'VB')"
5308,"('mmm', 'NN')"
5320,"('bzzz', 'NN')"
5331,"('yaaa', 'JJ')"
5332,"('gzzz', 'JJ')"
5332,"('gzzz', 'NN')"
5332,"('bzzz', 'VBP')"
5332,"('bzzz', 'NN')"
5334,"('psssh', 'JJ')"
5341,"('shhh', 'NN')"
5341,"('yahhh', 'NN')"
5344,"('wooo', 'NN')"
5348,"('innaaah', 'NN')"
5357,"('shhhh', 'JJ')"
5357,"('shhhh', 'NN')"
5357,"('shhhh', 'NN')"
5357,"('shhhh', 'NN')"
5361,"('smmmoking', 'VBG')"
5366,"('mmmmmm', 'NN')"
5375,"('oooooh', 'NN')"
5376,"('mmmmmmmm', 'VB')"
5376,"('oooh', 'JJ')"
5380,"('mmm', 'NN')"
5380,"('mmm', 'NN')"
5380,"('mmm', 'NN')"
5380,"('mmm', 'NN')"
5380,"('mmm', 'NN')"
5380,"('mmm', 'NN')"
5380,"('mmm', 'NN')"
5380,"('mmm', 'NN')"
5380,"('mmm', 'NN')"
5380,"('mmm', 'NN')"
5380,"('mmm', 'NN')"
